restaurant_id,restaurant_name,city,cuisine_type,partner_type,avg_prep_time_min,is_active
REST15040,Namma Paratha Delight,Mumbai,South Indian,Restaurant,26-40,Y
REST09442,Kolkata Thali Nest,Mumbai,Biryani,Cloud Kitchen,26-40,Y
REST07098,Madras Cafe Cafe,Chennai,Pizza,Cloud Kitchen,<=15,Y
REST12228,Namma Wraps Heaven,Hyderabad,Healthy,Restaurant,26-40,Y
REST07021,Thindi Mane Thali Bhojanalay,Ahmedabad,Biryani,Cloud Kitchen,16-25,Y
REST15171,Punjabi Darshini Darbar,Hyderabad,Healthy,Restaurant,<=15,Y
REST18219,Annapurna Kitchen Hub,Ahmedabad,Desserts,Restaurant,>40,Y
REST00669,Hot & Crispy Tandoor Stop,Kolkata,North Indian,Restaurant,16-25,Y
REST02376,Punjabi Wraps Zone,Mumbai,Pizza,Cloud Kitchen,16-25,Y
REST02076,Hot & Crispy Pizza Stop,Bengaluru,Desserts,Cloud Kitchen,16-25,Y
REST00143,Madras Darshini Stop,Delhi,Fast Food,Restaurant,26-40,Y
REST13504,Urban House Point,Bengaluru,Biryani,Cloud Kitchen,16-25,Y
REST19572,Hot & Crispy Curry Clouds,Hyderabad,North Indian,Restaurant,<=15,Y
REST15731,Hot & Crispy Tandoor Nest,Mumbai,Desserts,Cloud Kitchen,16-25,Y
REST05578,Fresh Curry Cafe,Mumbai,Chinese,Cloud Kitchen,16-25,Y
REST14427,Grand Kitchen Delight,Bengaluru,Fast Food,Restaurant,26-40,Y
REST14843,Delhi House Mahal,Bengaluru,North Indian,Cloud Kitchen,<=15,Y
REST01278,Spicy Thali Hub,Hyderabad,Healthy,Restaurant,>40,Y
REST19852,Spicy Thali Cafe,Hyderabad,South Indian,Restaurant,26-40,Y
REST14932,Classic Delights Stop,Hyderabad,North Indian,Restaurant,26-40,Y
REST13571,Classic Kitchen Cafe,Delhi,North Indian,Cloud Kitchen,<=15,Y
REST01666,Taste of Cafe Nest,Bengaluru,North Indian,Restaurant,16-25,Y
REST06170,Namma Cafe Zone,Pune,Chinese,Restaurant,<=15,Y
REST15798,Madras Biryani Hub,Delhi,Chinese,Restaurant,>40,Y
REST10700,Kolkata Express Nest,Pune,Biryani,Restaurant,26-40,Y
REST17839,Tandoori Sweets Zone,Bengaluru,South Indian,Restaurant,16-25,Y
REST17304,Grand Wraps Clouds,Bengaluru,Biryani,Cloud Kitchen,>40,Y
REST07010,Annapurna Mess Adda,Ahmedabad,Biryani,Cloud Kitchen,16-25,Y
REST18631,Thindi Mane Darshini Hub,Bengaluru,Fast Food,Restaurant,<=15,Y
REST01360,Delhi Pizza Corner,Bengaluru,Biryani,Restaurant,<=15,Y
REST11548,Classic Paratha Bhojanalay,Chennai,Pizza,Restaurant,<=15,Y
REST00578,Madras Delights Mahal,Mumbai,Chinese,Restaurant,>40,Y
REST05190,Fresh Curry Hub,Bengaluru,North Indian,Cloud Kitchen,<=15,Y
REST08325,Fresh Thali Palace,Kolkata,North Indian,Restaurant,16-25,N
REST12968,Namma Cafe Heaven,Kolkata,South Indian,Restaurant,26-40,Y
REST03381,Tandoori Cafe Clouds,Ahmedabad,Desserts,Restaurant,26-40,Y
REST08742,Classic House Delight,Delhi,Fast Food,Restaurant,16-25,Y
REST19016,Madras Sweets Adda,Pune,Chinese,Restaurant,16-25,Y
REST08768,Kolkata Cafe Palace,Mumbai,North Indian,Restaurant,<=15,Y
REST05954,Namma Cafe Delight,Bengaluru,Biryani,Cloud Kitchen,<=15,Y
REST09746,Classic Mess Corner,Chennai,North Indian,Restaurant,26-40,Y
REST00269,Delhi Cafe Mahal,Pune,Chinese,Restaurant,26-40,Y
REST17986,Kolkata Delights Cafe,Pune,Pizza,Restaurant,26-40,Y
REST16402,Madras Pizza Adda,Chennai,Chinese,Restaurant,16-25,Y
REST02180,Hot & Crispy Thali Hub,Delhi,Desserts,Cloud Kitchen,16-25,Y
REST02237,Annapurna Paratha Delight,Kolkata,South Indian,Restaurant,16-25,Y
REST01600,Hot & Crispy Curry Clouds,Mumbai,Biryani,Restaurant,16-25,Y
REST16851,Royal Tandoor Heaven,Kolkata,North Indian,Restaurant,16-25,Y
REST06284,Namma Thali Corner,Kolkata,Chinese,Restaurant,<=15,Y
REST18183,Flavours of Delights Darbar,Kolkata,Healthy,Cloud Kitchen,16-25,Y
REST18061,Delhi Grill Adda,Delhi,Biryani,Restaurant,26-40,Y
REST01393,Urban Delights Nest,Ahmedabad,Biryani,Cloud Kitchen,<=15,N
REST10823,Kolkata Express Stop,Mumbai,Biryani,Cloud Kitchen,26-40,Y
REST06039,Kolkata Tandoor Adda,Mumbai,North Indian,Restaurant,26-40,Y
REST12077,Madras House Point,Mumbai,Fast Food,Restaurant,26-40,Y
REST04319,Spicy Thali Hub,Bengaluru,South Indian,Cloud Kitchen,<=15,Y
REST13323,Sri Pizza Darbar,Bengaluru,Pizza,Cloud Kitchen,16-25,Y
REST11439,Royal Sweets Hub,Kolkata,North Indian,Restaurant,<=15,Y
REST18792,Flavours of Delights Corner,Delhi,Biryani,Restaurant,<=15,Y
REST12876,Delhi Paratha Point,Bengaluru,South Indian,Restaurant,>40,Y
REST16273,Annapurna Darshini Clouds,Delhi,Biryani,Restaurant,16-25,Y
REST10785,Kolkata Thali Point,Kolkata,Chinese,Restaurant,16-25,Y
REST18759,Thindi Mane Thali Central,Kolkata,Fast Food,Cloud Kitchen,26-40,Y
REST07885,Thindi Mane House Darbar,Pune,Biryani,Restaurant,26-40,Y
REST06075,Sri Darshini Palace,Bengaluru,Chinese,Restaurant,16-25,Y
REST10762,Grand Pizza Clouds,Bengaluru,North Indian,Restaurant,16-25,Y
REST03163,Sri Delights Central,Ahmedabad,Chinese,Cloud Kitchen,<=15,Y
REST14141,Classic Tandoor Cafe,Mumbai,Healthy,Cloud Kitchen,26-40,Y
REST07994,Urban Tandoor Central,Bengaluru,Pizza,Cloud Kitchen,<=15,Y
REST07530,Fresh Express Adda,Kolkata,North Indian,Restaurant,16-25,Y
REST04046,Tandoori Delights Hub,Mumbai,South Indian,Restaurant,16-25,N
REST10865,Bombay Thali Stop,Hyderabad,Healthy,Restaurant,<=15,N
REST14970,Sri Express Central,Hyderabad,Fast Food,Cloud Kitchen,16-25,Y
REST05840,Annapurna Express Delight,Bengaluru,South Indian,Cloud Kitchen,26-40,Y
REST13326,Spicy Delights Corner,Pune,Pizza,Restaurant,<=15,Y
REST16113,Punjabi Wraps Darbar,Ahmedabad,South Indian,Restaurant,<=15,Y
REST09173,Delhi Wraps Corner,Bengaluru,South Indian,Restaurant,16-25,Y
REST17272,Tandoori Curry Adda,Kolkata,South Indian,Cloud Kitchen,26-40,Y
REST14190,Flavours of Grill Stop,Delhi,Chinese,Restaurant,>40,Y
REST04211,Urban Curry Clouds,Mumbai,South Indian,Restaurant,16-25,Y
REST14469,Fresh Curry Palace,Bengaluru,South Indian,Cloud Kitchen,16-25,Y
REST02501,Taste of Thali Central,Bengaluru,Biryani,Restaurant,26-40,Y
REST08967,Royal Tandoor Mahal,Kolkata,Chinese,Restaurant,26-40,Y
REST07649,Namma Curry Corner,Mumbai,Chinese,Restaurant,26-40,Y
REST18234,Hot & Crispy Tandoor Clouds,Bengaluru,Chinese,Restaurant,<=15,Y
REST04826,Flavours of Grill Corner,Mumbai,Chinese,Restaurant,26-40,Y
REST13462,Madras Darshini Stop,Delhi,North Indian,Restaurant,26-40,Y
REST07871,Hot & Crispy Delights Darbar,Chennai,Desserts,Restaurant,<=15,Y
REST00730,Thindi Mane Mess Adda,Kolkata,North Indian,Restaurant,26-40,Y
REST10477,Grand Paratha Nest,Bengaluru,South Indian,Cloud Kitchen,16-25,Y
REST02626,Grand Delights Delight,Chennai,Chinese,Restaurant,<=15,Y
REST08305,Taste of House Heaven,Ahmedabad,Fast Food,Restaurant,26-40,Y
REST19201,Bombay House Central,Hyderabad,Pizza,Restaurant,<=15,Y
REST01797,Sri Cafe Nest,Bengaluru,Biryani,Cloud Kitchen,<=15,Y
REST03877,Spicy Tandoor Adda,Hyderabad,Chinese,Restaurant,26-40,Y
REST15480,Madras Express Nest,Chennai,South Indian,Restaurant,>40,Y
REST11994,Sri Delights Cafe,Hyderabad,Desserts,Restaurant,26-40,Y
REST14855,Namma House Bhojanalay,Hyderabad,Chinese,Cloud Kitchen,16-25,Y
REST16688,Thindi Mane Mess Adda,Bengaluru,Fast Food,Cloud Kitchen,<=15,N
REST06874,Delhi Paratha Corner,Pune,Desserts,Restaurant,16-25,Y
REST03881,Namma Paratha Hub,Mumbai,South Indian,Cloud Kitchen,16-25,Y
REST03169,Kolkata Thali Darbar,Chennai,Pizza,Restaurant,<=15,Y
REST13595,Spicy Curry Stop,Bengaluru,Desserts,Restaurant,<=15,Y
REST03849,Annapurna Paratha Point,Delhi,Healthy,Restaurant,16-25,Y
REST08396,Namma Tandoor Point,Bengaluru,South Indian,Restaurant,16-25,Y
REST00491,Madras Tandoor Stop,Chennai,Chinese,Restaurant,16-25,Y
REST02325,Royal Tandoor Clouds,Bengaluru,Fast Food,Cloud Kitchen,16-25,Y
REST00336,Annapurna Thali Corner,Hyderabad,North Indian,Restaurant,>40,Y
REST00932,Thindi Mane Wraps Adda,Chennai,North Indian,Restaurant,16-25,Y
REST18393,Kolkata House Adda,Chennai,South Indian,Restaurant,>40,Y
REST04407,Royal Paratha Cafe,Pune,Biryani,Restaurant,<=15,Y
REST00057,Delhi Express Mahal,Mumbai,Biryani,Cloud Kitchen,16-25,Y
REST18999,Punjabi Cafe Heaven,Ahmedabad,Pizza,Restaurant,16-25,Y
REST10968,Tandoori Express Corner,Hyderabad,Pizza,Restaurant,16-25,Y
REST01098,Urban House Central,Ahmedabad,Chinese,Restaurant,>40,Y
REST06676,Classic Biryani Adda,Mumbai,North Indian,Cloud Kitchen,16-25,N
REST10199,Hot & Crispy Paratha Mahal,Ahmedabad,South Indian,Restaurant,<=15,Y
REST03209,Madras Paratha Point,Hyderabad,North Indian,Restaurant,26-40,Y
REST07959,Sri Wraps Palace,Ahmedabad,Chinese,Restaurant,<=15,Y
REST11664,Spicy Paratha Point,Bengaluru,North Indian,Restaurant,26-40,Y
REST05193,Urban Mess Palace,Ahmedabad,Healthy,Restaurant,<=15,Y
REST15793,Taste of Pizza Mahal,Bengaluru,Chinese,Restaurant,16-25,N
REST12971,Grand Express Adda,Bengaluru,Pizza,Cloud Kitchen,<=15,Y
REST10714,Flavours of Sweets Bhojanalay,Delhi,Healthy,Restaurant,<=15,Y
REST04093,Punjabi Delights Point,Pune,Biryani,Restaurant,<=15,Y
REST04780,Sri Curry Adda,Pune,Desserts,Restaurant,26-40,Y
REST02161,Flavours of Grill Adda,Ahmedabad,Biryani,Restaurant,16-25,Y
REST03572,Kolkata Curry Nest,Mumbai,Chinese,Restaurant,>40,Y
REST18554,Taste of House Hub,Chennai,North Indian,Restaurant,<=15,N
REST08308,Thindi Mane Grill Hub,Chennai,Healthy,Cloud Kitchen,<=15,Y
REST15279,Taste of Pizza Corner,Chennai,Chinese,Restaurant,16-25,Y
REST06342,Classic Cafe Stop,Mumbai,South Indian,Cloud Kitchen,16-25,Y
REST14762,Taste of Tandoor Heaven,Ahmedabad,Biryani,Cloud Kitchen,26-40,Y
REST16620,Classic Biryani Delight,Hyderabad,Pizza,Restaurant,<=15,Y
REST02815,Delhi Sweets Mahal,Hyderabad,North Indian,Cloud Kitchen,<=15,Y
REST09369,Namma Kitchen Adda,Delhi,Healthy,Cloud Kitchen,16-25,N
REST13679,Sri Tandoor Darbar,Pune,North Indian,Cloud Kitchen,26-40,Y
REST13454,Thindi Mane Curry Darbar,Pune,Biryani,Restaurant,16-25,Y
REST07861,Taste of Grill Darbar,Ahmedabad,Biryani,Restaurant,26-40,Y
REST19334,Annapurna Delights Zone,Delhi,Fast Food,Restaurant,>40,Y
REST03761,Sri Darshini Mahal,Bengaluru,Desserts,Restaurant,<=15,Y
REST02924,Annapurna Delights Mahal,Chennai,Healthy,Restaurant,16-25,Y
REST16260,Urban Pizza Adda,Bengaluru,Biryani,Restaurant,16-25,Y
REST05299,Classic Mess Adda,Bengaluru,Fast Food,Restaurant,16-25,N
REST05236,Kolkata Darshini Palace,Bengaluru,South Indian,Restaurant,16-25,Y
REST19404,Taste of Express Stop,Chennai,North Indian,Cloud Kitchen,26-40,Y
REST11077,Spicy Wraps Delight,Bengaluru,South Indian,Restaurant,16-25,Y
REST02570,Tandoori Pizza Central,Kolkata,South Indian,Restaurant,16-25,N
REST12188,Flavours of Paratha Zone,Delhi,North Indian,Cloud Kitchen,<=15,Y
REST13141,Grand Pizza Adda,Ahmedabad,North Indian,Restaurant,26-40,Y
REST01138,Punjabi Wraps Stop,Mumbai,Pizza,Restaurant,16-25,N
REST07279,Classic Kitchen Point,Chennai,Biryani,Cloud Kitchen,16-25,Y
REST08455,Urban Thali Central,Mumbai,South Indian,Restaurant,<=15,Y
REST04824,Royal Paratha Palace,Mumbai,North Indian,Restaurant,16-25,Y
REST12153,Grand Thali Point,Bengaluru,Biryani,Restaurant,26-40,Y
REST17345,Taste of Thali Darbar,Kolkata,Desserts,Cloud Kitchen,16-25,Y
REST09521,Fresh Paratha Zone,Delhi,Fast Food,Cloud Kitchen,<=15,Y
REST05868,Bombay Tandoor Stop,Delhi,North Indian,Restaurant,<=15,Y
REST19872,Tandoori Thali Central,Bengaluru,Desserts,Cloud Kitchen,26-40,N
REST16220,Annapurna Grill Adda,Bengaluru,Desserts,Cloud Kitchen,<=15,N
REST11974,Sri Pizza Cafe,Chennai,Chinese,Restaurant,<=15,Y
REST05285,Thindi Mane Paratha Nest,Mumbai,North Indian,Cloud Kitchen,<=15,Y
REST09802,Annapurna Tandoor Delight,Ahmedabad,Pizza,Restaurant,26-40,Y
REST18815,Delhi Sweets Nest,Kolkata,North Indian,Cloud Kitchen,16-25,Y
REST10155,Classic Pizza Stop,Kolkata,Pizza,Restaurant,26-40,Y
REST11917,Hot & Crispy Biryani Hub,Bengaluru,North Indian,Cloud Kitchen,16-25,Y
REST10150,Royal Thali Point,Hyderabad,North Indian,Restaurant,>40,Y
REST04055,Sri Grill Zone,Bengaluru,North Indian,Cloud Kitchen,26-40,Y
REST19898,Fresh Curry Nest,Pune,Chinese,Restaurant,>40,N
REST07544,Spicy Thali Zone,Pune,Chinese,Cloud Kitchen,16-25,N
REST14599,Madras Biryani Central,Bengaluru,Biryani,Restaurant,26-40,Y
REST06481,Delhi House Point,Delhi,North Indian,Restaurant,16-25,Y
REST07041,Bombay Grill Clouds,Mumbai,Chinese,Restaurant,16-25,Y
REST19377,Taste of Cafe Zone,Pune,Desserts,Cloud Kitchen,26-40,Y
REST07610,Annapurna Sweets Darbar,Chennai,Chinese,Restaurant,26-40,Y
REST17098,Thindi Mane Tandoor Darbar,Bengaluru,Fast Food,Restaurant,26-40,Y
REST06411,Madras Express Bhojanalay,Kolkata,South Indian,Restaurant,26-40,Y
REST16134,Urban Delights Zone,Chennai,South Indian,Restaurant,16-25,Y
REST14842,Grand Pizza Clouds,Bengaluru,South Indian,Restaurant,16-25,Y
REST02388,Madras Darshini Darbar,Ahmedabad,South Indian,Cloud Kitchen,16-25,Y
REST10929,Taste of Pizza Palace,Kolkata,South Indian,Cloud Kitchen,>40,Y
REST15811,Taste of Curry Darbar,Ahmedabad,North Indian,Cloud Kitchen,16-25,Y
REST01813,Taste of Darshini Hub,Chennai,Biryani,Restaurant,16-25,Y
REST17678,Spicy Mess Point,Hyderabad,North Indian,Restaurant,16-25,Y
REST16053,Namma Paratha Corner,Hyderabad,Biryani,Cloud Kitchen,16-25,Y
REST13256,Madras Wraps Zone,Chennai,North Indian,Restaurant,>40,Y
REST10591,Flavours of Express Palace,Bengaluru,Chinese,Restaurant,16-25,Y
REST11915,Kolkata Wraps Stop,Kolkata,Fast Food,Cloud Kitchen,<=15,Y
REST05601,Annapurna Mess Stop,Mumbai,South Indian,Restaurant,16-25,Y
REST11880,Flavours of Thali Cafe,Delhi,Fast Food,Cloud Kitchen,>40,Y
REST13437,Flavours of Delights Adda,Delhi,South Indian,Restaurant,16-25,N
REST04586,Hot & Crispy Cafe Bhojanalay,Bengaluru,North Indian,Restaurant,<=15,Y
REST08419,Spicy Tandoor Bhojanalay,Mumbai,Pizza,Restaurant,<=15,Y
REST13309,Namma Mess Cafe,Kolkata,North Indian,Restaurant,16-25,Y
REST17760,Grand Kitchen Nest,Delhi,Fast Food,Restaurant,26-40,Y
REST00574,Royal Delights Darbar,Ahmedabad,Fast Food,Restaurant,16-25,Y
REST11951,Madras Darshini Hub,Delhi,Chinese,Restaurant,16-25,Y
REST19489,Madras House Darbar,Delhi,North Indian,Restaurant,26-40,Y
REST13879,Urban Sweets Stop,Delhi,North Indian,Restaurant,16-25,Y
REST11998,Sri Cafe Heaven,Hyderabad,Desserts,Restaurant,16-25,Y
REST17826,Sri Grill Adda,Bengaluru,Biryani,Cloud Kitchen,>40,Y
REST14639,Hot & Crispy Darshini Heaven,Hyderabad,Desserts,Restaurant,16-25,Y
REST07824,Spicy Pizza Clouds,Mumbai,Biryani,Cloud Kitchen,16-25,Y
REST03716,Fresh Kitchen Palace,Kolkata,Biryani,Restaurant,26-40,Y
REST15378,Punjabi Thali Central,Bengaluru,Desserts,Restaurant,16-25,Y
REST16299,Punjabi Wraps Palace,Ahmedabad,South Indian,Restaurant,<=15,Y
REST10492,Grand Wraps Bhojanalay,Hyderabad,South Indian,Restaurant,26-40,N
REST04326,Delhi Pizza Mahal,Mumbai,Pizza,Cloud Kitchen,26-40,Y
REST05132,Annapurna Darshini Heaven,Ahmedabad,Pizza,Restaurant,26-40,Y
REST05597,Spicy Paratha Nest,Chennai,Chinese,Restaurant,16-25,Y
REST10019,Kolkata Biryani Stop,Delhi,North Indian,Restaurant,<=15,Y
REST00096,Sri Delights Point,Hyderabad,Chinese,Cloud Kitchen,16-25,N
REST07448,Spicy Mess Palace,Mumbai,Pizza,Restaurant,26-40,Y
REST05885,Taste of Thali Stop,Mumbai,Pizza,Restaurant,16-25,Y
REST02584,Tandoori Delights Heaven,Delhi,Biryani,Restaurant,26-40,N
REST17698,Urban Wraps Darbar,Kolkata,Pizza,Restaurant,26-40,Y
REST10050,Grand Cafe Darbar,Mumbai,Healthy,Restaurant,16-25,Y
REST06168,Flavours of Tandoor Nest,Delhi,Fast Food,Restaurant,26-40,Y
REST00292,Taste of Darshini Delight,Pune,Fast Food,Cloud Kitchen,16-25,Y
REST09267,Kolkata Biryani Point,Bengaluru,North Indian,Restaurant,26-40,Y
REST01955,Bombay Cafe Adda,Ahmedabad,South Indian,Restaurant,<=15,Y
REST06998,Taste of Thali Darbar,Pune,Biryani,Cloud Kitchen,16-25,Y
REST11945,Thindi Mane Sweets Clouds,Chennai,Biryani,Restaurant,26-40,Y
REST00558,Sri Kitchen Nest,Chennai,North Indian,Restaurant,16-25,Y
REST00360,Madras Mess Nest,Bengaluru,Desserts,Restaurant,<=15,Y
REST14749,Punjabi Darshini Nest,Bengaluru,Biryani,Restaurant,<=15,Y
REST11072,Royal Mess Bhojanalay,Pune,Desserts,Restaurant,16-25,N
REST09476,Urban Kitchen Adda,Bengaluru,Fast Food,Restaurant,16-25,Y
REST08648,Thindi Mane Tandoor Darbar,Mumbai,Healthy,Cloud Kitchen,16-25,Y
REST01418,Delhi Kitchen Clouds,Bengaluru,South Indian,Restaurant,<=15,Y
REST03378,Annapurna Curry Stop,Ahmedabad,North Indian,Restaurant,16-25,Y
REST08402,Annapurna Kitchen Bhojanalay,Kolkata,Biryani,Restaurant,16-25,Y
REST10741,Bombay House Clouds,Chennai,Chinese,Restaurant,26-40,Y
REST01127,Spicy Sweets Corner,Delhi,Fast Food,Restaurant,<=15,Y
REST14489,Classic Paratha Bhojanalay,Kolkata,South Indian,Cloud Kitchen,26-40,Y
REST15871,Flavours of House Palace,Chennai,Desserts,Restaurant,26-40,Y
REST02687,Bombay Express Darbar,Kolkata,Fast Food,Cloud Kitchen,26-40,Y
REST15596,Delhi Grill Stop,Ahmedabad,South Indian,Restaurant,26-40,Y
REST09822,Classic Darshini Darbar,Mumbai,Biryani,Restaurant,>40,Y
REST06999,Annapurna House Nest,Mumbai,Biryani,Restaurant,16-25,Y
REST01998,Fresh Pizza Bhojanalay,Mumbai,South Indian,Restaurant,26-40,N
REST11325,Namma Curry Corner,Bengaluru,North Indian,Restaurant,16-25,Y
REST12738,Grand Sweets Adda,Chennai,Healthy,Restaurant,26-40,Y
REST08761,Grand Thali Point,Bengaluru,Pizza,Restaurant,26-40,Y
REST09979,Namma House Nest,Pune,Biryani,Restaurant,16-25,Y
REST07008,Spicy Delights Zone,Hyderabad,Chinese,Cloud Kitchen,16-25,N
REST08593,Bombay House Stop,Bengaluru,North Indian,Cloud Kitchen,16-25,Y
REST03691,Madras Delights Adda,Ahmedabad,Biryani,Restaurant,16-25,Y
REST19719,Fresh Pizza Cafe,Bengaluru,North Indian,Restaurant,16-25,Y
REST01374,Madras Curry Hub,Mumbai,Fast Food,Restaurant,16-25,Y
REST14024,Grand Delights Adda,Bengaluru,Biryani,Restaurant,26-40,Y
REST14387,Tandoori Curry Hub,Ahmedabad,Pizza,Cloud Kitchen,26-40,Y
REST03767,Bombay Cafe Mahal,Kolkata,Desserts,Restaurant,26-40,Y
REST09172,Classic Biryani Bhojanalay,Bengaluru,Chinese,Restaurant,16-25,Y
REST13653,Hot & Crispy Sweets Corner,Chennai,Chinese,Restaurant,26-40,Y
REST12267,Annapurna Express Nest,Kolkata,North Indian,Restaurant,26-40,Y
REST13107,Punjabi Grill Central,Delhi,North Indian,Cloud Kitchen,>40,Y
REST19308,Urban Darshini Hub,Delhi,Fast Food,Restaurant,16-25,Y
REST10915,Sri Delights Central,Pune,Healthy,Restaurant,<=15,Y
REST10036,Fresh Darshini Bhojanalay,Pune,South Indian,Restaurant,16-25,Y
REST04936,Bombay Pizza Clouds,Hyderabad,Pizza,Restaurant,<=15,Y
REST06619,Hot & Crispy Express Hub,Bengaluru,Chinese,Cloud Kitchen,26-40,Y
REST09706,Sri Cafe Cafe,Chennai,Fast Food,Restaurant,16-25,Y
REST09731,Urban Pizza Adda,Ahmedabad,Pizza,Restaurant,16-25,Y
REST08702,Spicy Thali Cafe,Bengaluru,South Indian,Restaurant,26-40,Y
REST09472,Tandoori Biryani Cafe,Chennai,North Indian,Restaurant,16-25,Y
REST19369,Taste of Biryani Central,Kolkata,South Indian,Cloud Kitchen,16-25,Y
REST16947,Classic House Heaven,Ahmedabad,North Indian,Restaurant,16-25,Y
REST05131,Royal Pizza Corner,Mumbai,Biryani,Restaurant,>40,Y
REST11317,Kolkata Tandoor Cafe,Delhi,Pizza,Cloud Kitchen,16-25,N
REST08697,Grand Darshini Clouds,Pune,Healthy,Restaurant,26-40,Y
REST09017,Hot & Crispy Grill Point,Hyderabad,Fast Food,Cloud Kitchen,16-25,Y
REST17550,Namma Thali Nest,Ahmedabad,Pizza,Cloud Kitchen,16-25,Y
REST14506,Namma Sweets Central,Chennai,Fast Food,Restaurant,16-25,Y
REST10664,Namma Paratha Adda,Pune,Desserts,Cloud Kitchen,<=15,Y
REST08596,Hot & Crispy Mess Zone,Mumbai,Biryani,Restaurant,16-25,Y
REST01001,Sri Biryani Adda,Hyderabad,Pizza,Restaurant,26-40,Y
REST05819,Madras Darshini Mahal,Kolkata,North Indian,Cloud Kitchen,16-25,Y
REST01000,Flavours of Sweets Corner,Hyderabad,Fast Food,Restaurant,26-40,Y
REST14299,Spicy Wraps Bhojanalay,Mumbai,Chinese,Restaurant,<=15,Y
REST14227,Thindi Mane Mess Bhojanalay,Pune,Healthy,Restaurant,<=15,Y
REST04492,Spicy House Hub,Mumbai,Biryani,Restaurant,26-40,Y
REST09709,Flavours of Delights Central,Kolkata,South Indian,Restaurant,16-25,Y
REST08461,Hot & Crispy Mess Heaven,Ahmedabad,Desserts,Restaurant,<=15,Y
REST14305,Taste of Biryani Heaven,Delhi,South Indian,Restaurant,>40,Y
REST06455,Thindi Mane Mess Darbar,Pune,Fast Food,Restaurant,26-40,Y
REST18376,Taste of Cafe Heaven,Bengaluru,North Indian,Cloud Kitchen,16-25,Y
REST03766,Urban Thali Palace,Kolkata,South Indian,Restaurant,16-25,Y
REST19399,Madras Cafe Adda,Chennai,Biryani,Restaurant,16-25,N
REST05165,Taste of Mess Zone,Bengaluru,Biryani,Restaurant,>40,Y
REST07365,Thindi Mane Sweets Mahal,Pune,North Indian,Restaurant,16-25,Y
REST15896,Sri Grill Heaven,Ahmedabad,North Indian,Restaurant,<=15,Y
REST17197,Fresh Curry Cafe,Bengaluru,Biryani,Restaurant,16-25,Y
REST15437,Tandoori Wraps Cafe,Mumbai,North Indian,Restaurant,<=15,Y
REST14416,Thindi Mane Darshini Corner,Chennai,Pizza,Restaurant,<=15,Y
REST07280,Kolkata Cafe Delight,Mumbai,Chinese,Cloud Kitchen,16-25,Y
REST12610,Classic Thali Central,Delhi,Pizza,Restaurant,<=15,Y
REST04982,Delhi Grill Heaven,Bengaluru,Desserts,Restaurant,>40,Y
REST15167,Classic Pizza Palace,Kolkata,North Indian,Cloud Kitchen,16-25,N
REST19384,Bombay Pizza Nest,Mumbai,Chinese,Restaurant,<=15,Y
REST03842,Namma House Zone,Kolkata,South Indian,Restaurant,16-25,Y
REST05447,Madras Grill Central,Bengaluru,Chinese,Restaurant,16-25,Y
REST13275,Royal Express Heaven,Ahmedabad,South Indian,Restaurant,16-25,Y
REST14289,Sri Mess Central,Mumbai,Chinese,Restaurant,>40,Y
REST15433,Spicy Cafe Mahal,Kolkata,Fast Food,Cloud Kitchen,16-25,Y
REST04258,Spicy Darshini Stop,Mumbai,Chinese,Restaurant,26-40,Y
REST13481,Namma Darshini Adda,Bengaluru,South Indian,Cloud Kitchen,<=15,Y
REST11312,Royal Express Cafe,Mumbai,Fast Food,Restaurant,16-25,Y
REST12309,Bombay Grill Nest,Bengaluru,Chinese,Restaurant,26-40,Y
REST15758,Bombay Curry Hub,Kolkata,Desserts,Cloud Kitchen,26-40,Y
REST00206,Namma Darshini Mahal,Hyderabad,Biryani,Restaurant,16-25,Y
REST12435,Namma Paratha Point,Mumbai,North Indian,Restaurant,16-25,Y
REST07380,Fresh Delights Darbar,Ahmedabad,Biryani,Restaurant,>40,Y
REST18090,Flavours of Grill Cafe,Bengaluru,South Indian,Restaurant,16-25,Y
REST14755,Tandoori House Delight,Chennai,North Indian,Cloud Kitchen,16-25,Y
REST01109,Tandoori Thali Delight,Mumbai,South Indian,Restaurant,<=15,Y
REST18197,Punjabi Wraps Adda,Ahmedabad,Fast Food,Restaurant,16-25,Y
REST15550,Kolkata Express Zone,Delhi,Healthy,Restaurant,26-40,Y
REST00525,Taste of Tandoor Bhojanalay,Hyderabad,Biryani,Cloud Kitchen,16-25,Y
REST06094,Madras Darshini Bhojanalay,Delhi,Pizza,Restaurant,26-40,Y
REST02253,Punjabi Thali Stop,Hyderabad,North Indian,Cloud Kitchen,>40,Y
REST04813,Kolkata Sweets Hub,Chennai,Fast Food,Restaurant,26-40,Y
REST15478,Tandoori Curry Adda,Chennai,North Indian,Restaurant,16-25,Y
REST12633,Flavours of Pizza Corner,Delhi,Desserts,Restaurant,26-40,N
REST08518,Grand Grill Bhojanalay,Ahmedabad,Pizza,Cloud Kitchen,>40,Y
REST15908,Kolkata Darshini Central,Ahmedabad,Biryani,Cloud Kitchen,16-25,Y
REST10077,Grand Biryani Heaven,Mumbai,Fast Food,Cloud Kitchen,>40,Y
REST07945,Flavours of Curry Central,Bengaluru,Fast Food,Cloud Kitchen,<=15,Y
REST10232,Annapurna Cafe Cafe,Chennai,Desserts,Restaurant,<=15,Y
REST08646,Classic Sweets Darbar,Mumbai,North Indian,Restaurant,16-25,Y
