order_id,actual_delivery_time_mins,expected_delivery_time_mins,distance_km
ORD202502002755,41,42,1.2
ORD202502001675,42,44,7.7
ORD202502000792,42,33,5.4
ORD202502012723,26,37,3.6
ORD202502021050,47,35,4.3
ORD202502001883,39,44,2.9
ORD202502019419,39,30,1.5
ORD202502008930,46,31,2.3
ORD202502014139,31,40,2.4
ORD202502019122,30,45,5.5
ORD202502016450,34,37,7.1
ORD202502004897,35,38,6.7
ORD202502013480,46,36,4.6
ORD202502008814,33,36,3.6
ORD202502006326,34,39,2.6
ORD202502004008,27,37,2.7
ORD202502024518,40,33,4.0
ORD202502012645,48,44,3.5
ORD202502009173,40,33,2.3
ORD202502003922,42,32,4.3
ORD202502013896,41,38,3.3
ORD202502005998,42,39,3.9
ORD202502003699,29,30,1.9
ORD202502000412,39,40,5.5
ORD202502020785,42,43,7.5
ORD202502000302,45,43,3.4
ORD202502024186,50,40,6.3
ORD202502011514,34,30,3.4
ORD202502003206,37,40,1.1
ORD202502009961,55,41,2.5
ORD202502011469,55,30,2.3
ORD202502009293,39,34,4.8
ORD202502023030,55,36,4.3
ORD202502009083,41,38,4.8
ORD202502013976,46,33,6.1
ORD202502018789,49,34,5.0
ORD202502000865,47,36,5.2
ORD202502023364,38,31,4.8
ORD202502001730,34,45,6.5
ORD202502003520,30,41,3.1
ORD202502024140,40,36,6.8
ORD202502007987,49,40,5.9
ORD202502006744,36,42,3.0
ORD202502013986,38,38,6.5
ORD202502005297,40,35,5.4
ORD202502022282,38,32,1.1
ORD202502011348,51,42,1.0
ORD202502022310,52,42,3.4
ORD202502018647,46,41,5.5
ORD202502007536,45,40,4.5
ORD202502005182,51,31,6.5
ORD202502008952,28,31,2.5
ORD202502010477,39,43,1.3
ORD202502013247,31,39,7.7
ORD202502002639,55,31,8.0
ORD202502003959,55,40,1.3
ORD202502005638,39,44,6.1
ORD202502010347,38,33,3.4
ORD202502008325,52,43,7.4
ORD202502018492,36,42,1.6
ORD202502022706,36,42,6.9
ORD202502004346,38,32,7.7
ORD202502015889,41,35,6.2
ORD202502021688,45,40,2.3
ORD202502019922,37,30,1.6
ORD202502023372,39,35,6.3
ORD202502013343,35,43,3.8
ORD202502005111,40,39,4.6
ORD202502003633,40,36,1.6
ORD202502009692,50,38,6.5
ORD202502019504,42,41,4.7
ORD202502022675,44,39,7.0
ORD202502011625,37,41,3.9
ORD202502015778,28,36,5.6
ORD202502000058,28,42,4.7
ORD202502023404,29,39,7.5
ORD202502003122,37,31,6.8
ORD202502002220,41,30,5.3
ORD202502005588,42,35,6.8
ORD202502023462,46,41,3.3
ORD202502018030,42,45,6.7
ORD202502023943,47,33,7.0
ORD202502010192,41,35,1.2
ORD202502006575,40,33,3.2
ORD202502012278,37,39,3.5
ORD202502002035,28,41,3.7
ORD202502000764,35,42,3.8
ORD202502009676,39,36,5.6
ORD202502010555,28,34,3.2
ORD202502001668,47,31,3.6
ORD202502013415,53,38,1.3
ORD202502007381,54,39,4.3
ORD202502013537,40,31,4.9
ORD202502020245,25,40,4.4
ORD202502021602,49,45,7.5
ORD202502004184,28,40,6.7
ORD202502000363,40,39,8.0
ORD202502019100,26,31,3.0
ORD202502020846,44,44,6.8
ORD202502017213,42,31,4.9
ORD202502013504,37,36,4.8
ORD202502024756,42,37,2.7
ORD202502023285,25,36,3.6
ORD202502000070,39,36,2.7
ORD202502019866,53,38,4.5
ORD202502018163,38,39,6.5
ORD202502015148,27,30,4.6
ORD202502006948,48,32,4.4
ORD202502004507,38,31,1.8
ORD202502012027,25,32,3.0
ORD202502013611,41,33,2.4
ORD202502002498,27,31,2.3
ORD202502021188,44,43,6.5
ORD202502000266,29,38,2.3
ORD202502024136,32,42,6.2
ORD202502014135,47,40,4.9
ORD202502001737,39,30,5.0
ORD202502000418,51,31,6.2
ORD202502014041,39,40,2.6
ORD202502015313,44,33,5.8
ORD202502017058,41,42,4.3
ORD202502017180,37,45,1.8
ORD202502011595,34,41,5.6
ORD202502019144,31,33,5.5
ORD202502020311,46,40,3.0
ORD202502020466,38,35,6.3
ORD202502010925,48,30,7.8
ORD202502006179,27,31,2.7
ORD202502006747,38,38,4.5
ORD202502024582,31,43,6.6
ORD202502013698,46,43,1.5
ORD202502010727,45,35,3.1
ORD202502004032,42,38,7.2
ORD202502005740,26,32,1.0
ORD202502022871,43,33,4.6
ORD202502002076,43,34,5.1
ORD202502010261,47,42,6.3
ORD202502005296,39,44,2.4
ORD202502017857,29,40,2.2
ORD202502017374,45,42,6.0
ORD202502008996,35,32,3.7
ORD202502017807,36,31,3.3
ORD202502001939,39,42,7.3
ORD202502015089,46,39,7.5
ORD202502004501,39,37,3.6
ORD202502008675,45,45,4.8
ORD202502009212,54,38,1.1
ORD202502017244,36,35,7.9
ORD202502021193,40,43,6.7
ORD202502007599,34,44,7.5
ORD202502021900,34,34,2.1
ORD202502016979,49,40,2.4
ORD202502023635,45,31,2.1
ORD202502000497,41,31,3.9
ORD202502020226,48,33,6.5
ORD202502005130,33,34,4.9
ORD202502015540,35,45,5.8
ORD202502018454,29,44,1.8
ORD202502020660,32,37,1.2
ORD202502009649,51,38,3.2
ORD202502007705,38,41,3.9
ORD202502007042,34,44,7.6
ORD202502016713,45,43,1.5
ORD202502012308,39,37,6.2
ORD202502024311,48,35,3.2
ORD202502022645,40,43,4.3
ORD202502005120,39,37,6.6
ORD202502008524,31,44,2.1
ORD202502007311,31,30,7.5
ORD202502011014,50,37,4.1
ORD202502008893,44,35,7.3
ORD202502015410,46,40,3.4
ORD202502010771,35,44,1.8
ORD202502006871,55,42,5.3
ORD202502001982,26,34,5.3
ORD202502001987,25,40,1.7
ORD202502017689,32,31,6.7
ORD202502014062,38,37,7.1
ORD202502000509,36,45,4.5
ORD202502023986,47,37,4.6
ORD202502018009,30,44,3.1
ORD202502004460,38,44,4.8
ORD202502018719,37,45,7.0
ORD202502007374,27,44,7.1
ORD202502017269,35,37,3.9
ORD202502024459,41,35,5.3
ORD202502001741,49,33,7.1
ORD202502012070,45,43,7.7
ORD202502013178,42,45,5.0
ORD202502001384,53,42,1.1
ORD202502018717,52,35,7.6
ORD202502005144,44,35,6.3
ORD202502007884,44,43,2.4
ORD202502012251,53,40,6.5
ORD202502014508,33,36,1.4
ORD202502009209,40,45,2.9
ORD202502021288,41,45,5.7
ORD202502011131,46,45,3.6
ORD202502003442,38,39,7.1
ORD202502019762,42,32,2.8
ORD202502003332,34,43,6.4
ORD202502021938,25,42,2.1
ORD202502022520,39,32,3.3
ORD202502009172,41,39,7.5
ORD202502023243,40,34,2.0
ORD202502024411,52,42,4.2
ORD202502021548,42,42,7.2
ORD202502020417,53,40,2.7
ORD202502007165,54,36,6.6
ORD202502007931,47,37,2.7
ORD202502002517,25,30,3.7
ORD202502016648,51,36,3.0
ORD202502009593,34,35,5.0
ORD202502003726,54,36,2.6
ORD202502024002,42,35,5.9
ORD202502002934,38,41,2.4
ORD202502012310,38,32,5.2
ORD202502007524,39,45,5.3
ORD202502024714,45,45,3.6
ORD202502017233,34,35,6.8
ORD202502003739,51,36,5.3
ORD202502015380,34,34,5.3
ORD202502024686,40,35,5.8
ORD202502024931,40,35,3.0
ORD202502024116,52,32,3.1
ORD202502016083,46,41,4.5
ORD202502022815,35,34,2.6
ORD202502009565,45,32,5.2
ORD202502018761,43,39,3.5
ORD202502011740,38,34,6.5
ORD202502021584,40,35,4.1
ORD202502007375,37,34,5.4
ORD202502011044,44,45,1.8
ORD202502011509,44,44,1.3
ORD202502008353,25,33,1.6
ORD202502005372,47,39,1.1
ORD202502014203,48,31,7.0
ORD202502015415,29,41,3.2
ORD202502007088,25,40,7.5
ORD202502012469,42,39,2.5
ORD202502007743,43,41,1.6
ORD202502006621,53,30,5.8
ORD202502011181,47,35,4.9
ORD202502003478,52,38,4.2
ORD202502009493,42,30,6.9
ORD202502014325,50,42,2.4
ORD202502001475,35,31,1.4
ORD202502005518,44,30,3.4
ORD202502011896,44,37,5.0
ORD202502022424,35,34,4.8
ORD202502016245,38,41,4.9
ORD202502001494,36,36,3.0
ORD202502021396,35,42,6.2
ORD202502014835,33,45,6.6
ORD202502021199,39,43,6.4
ORD202502022534,38,33,1.5
ORD202502023202,30,32,2.2
ORD202502023190,26,36,6.4
ORD202502020298,43,41,5.2
ORD202502009987,48,45,3.9
ORD202502001794,35,40,1.4
ORD202502015949,41,41,7.7
ORD202502001457,52,42,3.4
ORD202502018728,49,35,4.4
ORD202502002500,32,31,2.7
ORD202502010630,37,37,6.2
ORD202502004783,53,39,6.2
ORD202502012311,47,38,2.9
ORD202502010317,44,42,5.6
ORD202502002728,32,36,1.3
ORD202502017482,39,40,4.3
ORD202502010912,30,41,5.4
ORD202502024844,40,45,3.3
ORD202502021414,37,33,7.1
ORD202502006391,36,36,4.8
ORD202502023733,43,31,4.1
ORD202502023068,41,39,1.9
ORD202502002604,38,39,1.7
ORD202502020584,50,37,5.9
ORD202502019459,40,37,8.0
ORD202502000484,35,35,6.0
ORD202502016755,29,45,7.6
ORD202502005727,45,35,6.5
ORD202502004654,35,41,7.1
ORD202502013912,49,31,3.4
ORD202502001521,44,44,7.8
ORD202502023417,39,45,7.7
ORD202502005686,38,38,6.9
ORD202502017897,42,40,4.2
ORD202502000464,37,39,7.9
ORD202502020447,43,44,6.0
ORD202502010885,42,31,5.0
ORD202502003395,38,44,3.7
ORD202502008111,42,41,1.8
ORD202502007026,54,43,4.0
ORD202502013041,52,39,5.7
ORD202502000768,38,37,3.1
ORD202502011253,47,30,2.4
ORD202502009030,45,44,2.1
ORD202502004065,34,36,2.6
ORD202502021881,45,30,8.0
ORD202502013253,37,41,1.8
ORD202502019681,47,35,5.5
ORD202502005423,31,39,3.5
ORD202502024864,39,33,4.1
ORD202502008656,44,38,3.3
ORD202502022080,42,32,3.7
ORD202502021075,48,39,5.9
ORD202502009845,48,36,4.1
ORD202502002827,55,41,6.7
ORD202502006333,54,37,3.3
ORD202502004973,42,42,5.9
ORD202502010422,39,33,5.6
ORD202502019599,47,36,6.6
ORD202502020085,25,36,6.5
ORD202502006046,46,34,4.6
ORD202502017907,35,45,6.5
ORD202502013493,29,30,1.8
ORD202502006974,50,31,3.8
ORD202502005005,32,34,2.3
ORD202502023690,55,35,1.2
ORD202502009375,47,30,7.7
ORD202502021952,31,36,4.2
ORD202502005041,40,39,4.0
ORD202502023518,36,34,5.9
ORD202502003172,40,32,2.0
ORD202502011051,37,41,3.9
ORD202502023489,39,40,3.9
ORD202502010494,38,39,2.5
ORD202502016865,55,39,6.3
ORD202502009219,52,40,6.1
ORD202502019514,48,35,1.7
ORD202502021910,36,39,2.4
ORD202502018147,47,41,4.3
ORD202502013025,49,37,1.4
ORD202502022229,42,37,4.3
ORD202502013416,35,36,5.3
ORD202502017297,41,38,5.7
ORD202502014490,41,41,3.0
ORD202502017887,40,36,6.0
ORD202502015733,55,35,6.7
ORD202502010083,42,38,6.6
ORD202502018972,25,33,7.5
ORD202502014169,48,34,3.2
ORD202502019623,45,30,2.3
ORD202502012201,45,37,4.6
ORD202502001020,38,37,1.3
ORD202502007834,54,45,6.4
ORD202502012859,30,42,4.7
ORD202502015030,29,37,3.7
ORD202502006617,53,31,4.3
ORD202502023868,43,38,5.5
ORD202502012991,25,39,2.2
ORD202502024822,34,37,2.5
ORD202502005390,53,35,4.2
ORD202502015676,41,32,2.2
ORD202502005186,42,34,8.0
ORD202502010998,38,34,5.8
ORD202502007012,55,34,3.7
ORD202502009408,49,35,5.8
ORD202502012927,36,34,6.9
ORD202502005668,44,32,6.9
ORD202502001619,37,39,1.6
ORD202502000996,28,37,2.2
ORD202502002398,40,42,2.3
ORD202502012350,46,43,3.2
ORD202502023603,49,32,1.9
ORD202502016442,34,32,3.0
ORD202502007266,55,31,3.9
ORD202502008230,36,43,1.0
ORD202502007211,49,38,7.6
ORD202502002967,38,32,3.9
ORD202502020656,55,31,7.9
ORD202502016924,36,40,6.2
ORD202502004439,43,35,2.5
ORD202502010860,48,41,3.7
ORD202502013066,37,36,5.3
ORD202502002149,45,41,2.8
ORD202502005787,51,36,4.5
ORD202502015319,50,43,4.5
ORD202502010768,40,33,2.4
ORD202502005009,34,31,4.5
ORD202502004374,36,43,5.6
ORD202502014941,37,41,1.0
ORD202502016452,30,42,1.6
ORD202502022394,29,33,5.4
ORD202502022710,34,41,6.9
ORD202502014894,29,30,7.1
ORD202502004122,40,40,6.6
ORD202502022727,49,41,6.0
ORD202502015877,32,39,1.2
ORD202502023981,35,36,6.1
ORD202502012824,50,42,3.3
ORD202502023256,48,38,4.2
ORD202502014070,52,37,5.2
ORD202502008180,36,45,2.3
ORD202502009237,38,32,2.0
ORD202502008492,50,39,2.6
ORD202502007526,49,39,3.2
ORD202502005481,40,38,1.7
ORD202502000779,39,30,2.0
ORD202502002716,34,36,2.5
ORD202502011865,39,41,4.5
ORD202502014210,37,34,6.2
ORD202502015457,41,32,2.0
ORD202502011456,51,36,1.9
ORD202502012448,37,45,5.2
ORD202502007740,26,43,5.1
ORD202502016857,45,45,4.3
ORD202502019659,47,43,5.1
ORD202502004724,51,45,4.4
ORD202502019013,45,37,7.9
ORD202502016187,46,41,6.7
ORD202502005071,34,44,4.9
ORD202502002320,37,38,4.0
ORD202502024781,38,39,4.9
ORD202502013566,34,40,6.4
ORD202502024614,36,31,7.7
ORD202502005202,31,32,7.8
ORD202502015272,40,41,7.9
ORD202502004127,27,40,1.9
ORD202502008279,37,30,6.2
ORD202502009157,37,45,4.3
ORD202502017779,41,43,4.5
ORD202502020947,49,39,6.9
ORD202502020398,55,31,3.7
ORD202502009441,36,31,5.9
ORD202502014798,34,37,4.7
ORD202502009387,55,45,7.6
ORD202502006893,38,38,1.2
ORD202502022466,50,33,7.9
ORD202502003307,49,44,2.0
ORD202502010808,30,36,2.1
ORD202502021641,48,32,6.6
ORD202502013900,54,34,2.2
ORD202502022073,34,38,6.5
ORD202502009862,40,36,2.5
ORD202502019011,45,33,4.3
ORD202502008607,37,43,6.0
ORD202502018404,31,41,6.6
ORD202502014605,36,44,6.8
ORD202502011873,49,43,7.3
ORD202502022801,43,39,1.7
ORD202502000239,29,43,2.0
ORD202502015804,31,44,1.2
ORD202502024818,52,38,4.1
ORD202502012242,42,44,2.1
ORD202502021070,48,37,7.3
ORD202502003292,45,39,3.6
ORD202502021870,39,44,7.5
ORD202502003175,41,34,3.6
ORD202502015239,40,36,6.6
ORD202502018270,35,33,5.2
ORD202502017203,55,35,6.0
ORD202502003464,34,37,4.3
ORD202502003448,41,30,2.4
ORD202502016080,36,45,5.4
ORD202502003020,42,33,6.0
ORD202502014184,43,37,4.1
ORD202502002457,52,39,1.6
ORD202502018046,28,34,3.1
ORD202502005141,37,42,6.0
ORD202502002997,42,40,1.3
ORD202502024847,38,34,1.9
ORD202502012260,41,35,4.3
ORD202502014501,47,40,3.4
ORD202502020094,42,37,2.3
ORD202502003790,54,38,1.7
ORD202502013488,42,37,1.8
ORD202502004242,39,39,2.6
ORD202502008731,45,44,5.5
ORD202502009847,33,32,2.9
ORD202502012696,46,36,4.1
ORD202502019400,39,32,5.4
ORD202502001993,46,43,2.1
ORD202502012425,45,39,6.4
ORD202502015439,43,40,2.0
ORD202502011495,45,32,8.0
ORD202502018222,43,44,4.0
ORD202502003446,31,38,4.4
ORD202502007635,48,32,2.6
ORD202502021429,55,44,2.9
ORD202502005764,33,30,6.0
ORD202502009944,37,38,2.2
ORD202502018973,45,43,6.3
ORD202502014708,40,35,3.6
ORD202502017622,39,38,6.8
ORD202502017497,46,37,3.3
ORD202502023659,35,41,3.9
ORD202502017155,48,38,6.0
ORD202502019992,34,38,4.4
ORD202502005913,40,42,1.9
ORD202502009682,42,35,1.6
ORD202502001474,55,45,6.2
ORD202502018756,39,44,2.4
ORD202502022384,42,39,1.2
ORD202502012794,45,39,4.7
ORD202502008244,39,42,2.9
ORD202502005950,37,35,2.7
ORD202502007301,35,37,7.6
ORD202502003834,34,33,1.2
ORD202502002009,45,44,6.0
ORD202502006000,48,38,1.7
ORD202502002428,39,39,3.0
ORD202502009359,48,36,1.3
ORD202502016190,46,39,4.6
ORD202502021452,39,33,7.8
ORD202502020194,45,39,5.9
ORD202502007493,51,30,4.9
ORD202502003134,45,45,2.3
ORD202502011379,46,37,1.7
ORD202502021389,44,44,1.7
ORD202502013260,31,30,1.7
ORD202502007742,40,45,3.6
ORD202502023229,51,42,4.1
ORD202502003148,55,38,7.3
ORD202502015834,34,44,3.1
ORD202502002345,39,33,7.1
ORD202502007452,53,45,1.2
ORD202502012399,41,33,7.0
ORD202502003440,39,31,7.1
ORD202502003521,43,45,3.3
ORD202502008168,32,40,6.6
ORD202502014600,32,37,3.2
ORD202502007257,48,34,4.5
ORD202502020227,40,43,3.0
ORD202502021271,39,41,7.8
ORD202502023578,49,39,2.5
ORD202502003793,39,42,5.8
ORD202502021736,42,33,2.7
ORD202502016292,49,36,5.8
ORD202502012967,40,39,3.2
ORD202502022034,28,36,3.6
ORD202502021970,33,38,1.5
ORD202502006786,44,44,3.4
ORD202502021921,34,37,7.1
ORD202502014167,39,36,6.9
ORD202502015238,40,38,4.4
ORD202502012682,41,38,2.7
ORD202502005032,38,37,6.5
ORD202502004314,53,45,3.8
ORD202502002143,40,33,7.4
ORD202502021819,29,32,5.7
ORD202502013684,37,43,6.3
ORD202502003644,25,45,6.4
ORD202502021302,37,37,3.5
ORD202502018034,51,31,4.5
ORD202502024172,39,39,6.9
ORD202502006013,44,35,6.3
ORD202502010778,40,32,1.1
ORD202502008134,55,45,3.8
ORD202502006874,32,38,1.0
ORD202502016843,33,32,6.4
ORD202502002519,40,38,1.8
ORD202502022292,38,34,5.2
ORD202502021231,30,40,6.5
ORD202502010658,36,38,4.7
ORD202502018233,48,43,4.4
ORD202502024951,53,39,7.3
ORD202502011965,40,37,3.3
ORD202502010290,31,37,3.9
ORD202502020091,38,33,3.3
ORD202502021183,42,44,2.8
ORD202502003505,31,45,7.0
ORD202502011787,55,40,8.0
ORD202502005708,45,37,5.0
ORD202502013625,42,30,6.2
ORD202502022293,51,36,3.4
ORD202502011117,47,43,2.9
ORD202502011701,25,38,1.6
ORD202502003740,37,37,4.7
ORD202502005045,35,38,2.1
ORD202502012972,38,31,3.2
ORD202502009221,38,38,7.5
ORD202502000433,36,44,6.4
ORD202502015964,25,42,1.1
ORD202502021825,28,38,7.1
ORD202502017648,52,30,1.8
ORD202502010614,47,38,3.2
ORD202502016064,29,42,4.2
ORD202502006864,34,43,3.7
ORD202502015802,42,38,7.8
ORD202502021764,28,34,6.9
ORD202502000609,31,40,4.3
ORD202502009893,45,37,6.0
ORD202502015355,29,45,7.2
ORD202502005345,36,35,1.9
ORD202502011305,29,33,5.0
ORD202502008819,29,35,4.1
ORD202502018511,34,44,4.7
ORD202502016147,44,39,7.6
ORD202502009899,46,44,6.9
ORD202502000879,46,44,7.0
ORD202502004273,25,37,4.9
ORD202502022984,48,45,2.1
ORD202502006527,36,35,2.7
ORD202502007559,45,38,2.3
ORD202502003960,50,34,6.4
ORD202502004766,33,39,5.9
ORD202502012099,30,30,5.7
ORD202502014318,49,34,7.2
ORD202502022222,46,36,6.9
ORD202502004188,28,38,7.1
ORD202502001363,47,40,3.4
ORD202502008456,33,40,5.5
ORD202502018083,39,44,7.5
ORD202502000805,36,45,5.0
ORD202502012147,31,38,3.6
ORD202502020340,42,32,6.8
ORD202502024217,25,40,7.2
ORD202502017360,33,41,3.2
ORD202502024576,43,36,3.9
ORD202502000435,29,41,2.7
ORD202502006850,25,35,2.2
ORD202502000823,28,45,7.3
ORD202502000078,29,40,1.9
ORD202502018750,38,45,1.1
ORD202502014932,45,32,8.0
ORD202502021042,49,36,1.3
ORD202502015740,52,30,2.9
ORD202502004068,42,31,3.6
ORD202502015674,41,31,2.1
ORD202502018049,25,32,3.5
ORD202502016517,38,43,3.6
ORD202502024386,34,37,4.8
ORD202502003238,28,33,7.0
ORD202502022371,44,39,5.3
ORD202502016194,49,30,7.6
ORD202502009028,34,41,4.9
ORD202502003997,48,31,7.5
ORD202502021810,34,37,2.1
ORD202502016659,45,44,2.5
ORD202502012442,47,35,7.5
ORD202502022976,43,38,6.6
ORD202502018773,50,34,7.6
ORD202502006731,47,40,1.4
ORD202502003322,47,35,7.3
ORD202502006670,39,42,7.0
ORD202502017992,40,37,2.8
ORD202502011378,55,40,7.3
ORD202502017329,43,33,5.9
ORD202502019487,32,35,4.3
ORD202502008237,38,42,3.3
ORD202502001337,35,40,7.4
ORD202502000568,41,31,1.6
ORD202502009470,28,40,1.9
ORD202502007285,37,30,1.2
ORD202502002558,43,31,7.9
ORD202502022087,31,44,5.7
ORD202502006156,30,40,4.0
ORD202502020933,46,45,2.4
ORD202502016102,36,37,3.2
ORD202502011974,43,37,1.7
ORD202502006935,49,34,3.6
ORD202502016140,49,45,1.6
ORD202502001398,44,30,7.9
ORD202502024114,51,37,2.8
ORD202502022919,40,41,3.3
ORD202502005706,45,30,2.9
ORD202502019526,31,36,4.5
ORD202502008330,34,45,8.0
ORD202502002919,38,30,3.5
ORD202502024956,39,31,7.6
ORD202502003431,40,45,3.0
ORD202502020948,39,36,7.1
ORD202502014908,31,40,5.3
ORD202502000635,40,43,7.9
ORD202502023028,55,31,2.6
ORD202502001859,43,31,4.8
ORD202502017601,36,34,2.8
ORD202502002805,36,33,6.9
ORD202502011531,53,35,7.0
ORD202502012732,35,41,4.9
ORD202502017219,37,35,7.1
ORD202502011751,29,36,7.1
ORD202502004858,42,30,7.5
ORD202502020928,45,45,6.9
ORD202502014726,39,32,2.2
ORD202502009610,39,30,3.2
ORD202502017604,38,30,5.0
ORD202502017267,46,36,7.3
ORD202502002840,37,30,3.0
ORD202502008036,34,32,5.2
ORD202502024028,37,41,7.7
ORD202502005246,37,38,5.7
ORD202502021635,31,37,4.0
ORD202502002184,44,38,6.2
ORD202502006780,49,30,1.6
ORD202502016702,38,33,4.7
ORD202502006301,34,33,3.3
ORD202502006097,36,33,6.2
ORD202502012869,35,40,7.1
ORD202502017081,35,40,7.5
ORD202502023291,55,34,7.0
ORD202502020115,39,41,3.2
ORD202502019668,46,42,3.2
ORD202502018687,38,43,5.5
ORD202502001290,25,31,7.6
ORD202502011124,26,41,7.4
ORD202502003863,35,40,1.6
ORD202502014865,33,33,5.6
ORD202502008342,31,39,2.6
ORD202502015251,38,35,2.8
ORD202502017873,49,43,3.4
ORD202502004299,45,40,7.6
ORD202502002627,27,42,4.9
ORD202502006713,38,34,7.4
ORD202502022829,36,37,3.4
ORD202502015595,48,41,3.7
ORD202502020369,47,39,5.2
ORD202502000048,28,32,6.1
ORD202502018357,53,44,3.8
ORD202502015368,35,32,7.6
ORD202502012107,44,35,7.7
ORD202502012024,53,39,5.7
ORD202502023136,44,45,5.2
ORD202502009174,36,33,3.7
ORD202502018076,43,43,5.9
ORD202502006918,28,39,5.5
ORD202502004009,43,37,4.6
ORD202502020572,43,44,1.6
ORD202502004058,31,30,1.9
ORD202502010687,42,44,6.2
ORD202502017780,35,42,4.4
ORD202502024672,50,42,2.0
ORD202502013104,34,42,2.7
ORD202502006018,51,39,6.9
ORD202502004566,51,39,7.4
ORD202502024898,48,31,2.9
ORD202502006611,38,30,5.3
ORD202502012462,34,35,1.5
ORD202502021702,27,40,2.2
ORD202502003091,47,33,1.2
ORD202502010462,45,44,1.0
ORD202502014002,25,39,6.6
ORD202502005701,46,37,6.7
ORD202502000476,25,30,7.8
ORD202502005928,37,31,7.2
ORD202502008145,41,36,5.7
ORD202502005287,50,42,3.4
ORD202502017764,35,34,2.3
ORD202502002343,43,40,6.9
ORD202502014789,46,39,7.3
ORD202502016966,48,41,4.2
ORD202502022136,36,37,2.0
ORD202502011607,37,44,3.3
ORD202502018546,39,36,3.8
ORD202502021069,27,38,1.6
ORD202502003221,37,34,5.4
ORD202502024739,40,42,5.7
ORD202502017565,43,34,1.1
ORD202502005284,50,34,3.7
ORD202502006867,26,34,2.0
ORD202502000228,40,40,1.0
ORD202502001742,39,36,7.1
ORD202502014454,33,36,1.8
ORD202502003786,46,41,3.6
ORD202502009571,37,40,2.0
ORD202502020247,34,38,6.9
ORD202502006151,31,41,1.7
ORD202502012533,25,45,6.8
ORD202502003557,39,32,4.7
ORD202502006748,45,44,3.3
ORD202502003649,26,36,2.0
ORD202502020321,41,39,4.1
ORD202502009542,52,41,2.3
ORD202502017254,42,42,1.6
ORD202502022160,45,42,1.2
ORD202502023990,48,33,1.5
ORD202502010733,38,39,1.3
ORD202502005543,39,31,3.6
ORD202502007480,49,37,2.9
ORD202502003419,40,41,6.3
ORD202502007078,25,33,5.1
ORD202502001245,45,33,7.3
ORD202502007626,48,30,3.6
ORD202502016602,44,33,4.4
ORD202502015661,36,38,7.3
ORD202502024900,31,30,4.3
ORD202502008764,36,38,8.0
ORD202502006262,27,44,5.3
ORD202502014698,55,38,6.5
ORD202502009761,41,38,5.8
ORD202502004480,29,37,1.6
ORD202502004369,45,40,3.2
ORD202502020051,53,45,3.4
ORD202502015599,25,41,6.7
ORD202502022402,31,42,2.5
ORD202502024261,43,30,7.8
ORD202502024144,25,39,1.9
ORD202502010404,38,36,2.2
ORD202502018496,44,35,3.8
ORD202502001213,26,33,1.1
ORD202502024500,34,34,5.0
ORD202502022992,45,41,4.3
ORD202502018287,35,36,6.6
ORD202502017517,37,31,2.6
ORD202502024808,33,43,5.4
ORD202502014460,48,35,4.6
ORD202502021706,49,35,3.9
ORD202502009131,42,40,1.1
ORD202502003589,46,43,7.2
ORD202502004477,30,39,6.3
ORD202502023925,32,37,1.6
ORD202502022734,48,32,4.4
ORD202502010844,47,37,4.5
ORD202502020130,39,42,1.3
ORD202502019909,34,32,4.1
ORD202502012227,36,39,7.1
ORD202502008287,35,37,1.1
ORD202502011620,29,44,4.8
ORD202502011265,42,32,1.6
ORD202502017083,38,42,1.6
ORD202502019738,46,31,4.1
ORD202502017802,32,34,5.4
ORD202502022911,40,37,6.9
ORD202502009880,42,32,4.5
ORD202502019027,37,43,3.8
ORD202502015171,38,41,3.5
ORD202502019705,38,44,6.6
ORD202502024925,31,43,3.5
ORD202502002442,44,31,6.0
ORD202502024549,32,34,6.0
ORD202502007867,36,37,4.0
ORD202502022624,45,32,1.3
ORD202502012461,41,38,7.4
ORD202502009896,26,42,1.5
ORD202502008701,55,30,7.1
ORD202502012215,47,40,4.1
ORD202502015434,25,32,4.0
ORD202502022291,36,31,3.8
ORD202502000387,36,38,5.2
ORD202502021982,37,44,1.9
ORD202502003003,36,36,1.4
ORD202502018341,40,36,2.9
ORD202502008765,30,34,5.8
ORD202502000849,35,34,7.3
ORD202502009632,39,45,3.7
ORD202502023679,55,40,7.5
ORD202502024741,43,31,2.2
ORD202502016502,37,34,4.8
ORD202502021465,53,37,2.8
ORD202502008016,46,36,6.8
ORD202502024096,46,32,1.1
ORD202502017758,55,35,6.9
ORD202502004491,43,37,8.0
ORD202502009629,38,38,5.1
ORD202502003580,30,38,4.6
ORD202502016142,31,33,1.2
ORD202502002104,55,43,5.2
ORD202502012925,31,30,7.2
ORD202502015716,54,31,5.2
ORD202502012120,34,42,6.5
ORD202502005822,44,35,7.6
ORD202502014960,48,43,8.0
ORD202502009033,43,40,4.8
ORD202502001061,30,38,3.3
ORD202502005433,39,42,3.2
ORD202502011270,50,38,3.7
ORD202502014011,45,32,1.5
ORD202502021770,33,45,6.9
ORD202502009895,25,34,6.6
ORD202502017284,37,38,4.5
ORD202502009333,33,41,2.4
ORD202502024562,45,45,7.1
ORD202502015927,45,34,7.5
ORD202502014749,55,43,5.1
ORD202502015325,43,43,5.0
ORD202502000444,38,33,4.1
ORD202502008372,37,35,4.3
ORD202502021309,32,43,3.5
ORD202502005774,42,39,7.8
