,RESTAURANT_ID,restaurant_name,city,cuisine_type,partner_type,avg_prep_time_min,is_active
2294,REST02296,Urban Mess Mahal,Bengaluru,North Indian,Restaurant,>40,N
2295,REST02297,Urban Thali Cafe,Delhi,North Indian,Cloud Kitchen,26-40,N
2296,REST02298,Fresh Grill Clouds,Pune,Desserts,Cloud Kitchen,<=15,Y
2297,REST02299,Flavours of Pizza Corner,Mumbai,North Indian,Restaurant,16-25,Y
2298,REST02300,Bombay Curry Adda,Hyderabad,Healthy,Cloud Kitchen,26-40,Y
2299,REST02301,Royal Wraps Zone,Mumbai,South Indian,Restaurant,26-40,N
2300,REST02302,Grand Cafe Clouds,Kolkata,Desserts,Cloud Kitchen,26-40,Y
2301,REST02303,Hot & Crispy Delights Heaven,Hyderabad,Healthy,Restaurant,26-40,N
2302,REST02304,Punjabi Biryani Palace,Mumbai,Chinese,Restaurant,16-25,Y
2303,REST02305,Urban Mess Palace,Pune,Healthy,Cloud Kitchen,16-25,Y
2304,REST02306,Urban Kitchen Stop,Mumbai,Chinese,Restaurant,<=15,Y
2305,REST02307,Annapurna Biryani Corner,Delhi,South Indian,Cloud Kitchen,16-25,Y
2306,REST02308,Namma Delights Cafe,Delhi,Desserts,Restaurant,<=15,Y
2307,REST02309,Kolkata Express Delight,Ahmedabad,Pizza,Restaurant,16-25,Y
2308,REST02310,Taste of Express Central,Mumbai,Desserts,Restaurant,16-25,Y
2309,REST02311,Grand Sweets Heaven,Hyderabad,Fast Food,Restaurant,>40,Y
2310,REST02312,Namma Delights Clouds,Delhi,Desserts,Cloud Kitchen,16-25,Y
2311,REST02313,Sri Kitchen Delight,Delhi,South Indian,Cloud Kitchen,<=15,Y
2312,REST02314,Kolkata Curry Clouds,Bengaluru,Chinese,Restaurant,16-25,Y
2313,REST02315,Classic Grill Cafe,Pune,South Indian,Restaurant,<=15,Y
2314,REST02316,Sri Cafe Zone,Kolkata,Fast Food,Cloud Kitchen,>40,N
2315,REST02317,Flavours of Sweets Point,Pune,Fast Food,Restaurant,16-25,Y
2316,REST02318,Royal Thali Point,Hyderabad,Desserts,Restaurant,>40,Y
2317,REST02319,Annapurna Grill Central,Mumbai,Biryani,Cloud Kitchen,16-25,Y
2318,REST02320,Delhi Darshini Delight,Mumbai,Pizza,Restaurant,<=15,N
2319,REST02321,Urban Curry Darbar,Chennai,Desserts,Cloud Kitchen,<=15,Y
2320,REST02322,Flavours of Darshini Mahal,Chennai,Biryani,Cloud Kitchen,26-40,Y
2321,REST02323,Spicy Paratha Delight,Mumbai,Desserts,Restaurant,16-25,Y
2322,REST02324,Flavours of Paratha Mahal,Pune,Pizza,Cloud Kitchen,16-25,Y
2323,REST02325,Royal Tandoor Clouds,Bengaluru,Fast Food,Cloud Kitchen,16-25,Y
2324,REST02326,Thindi Mane Tandoor Darbar,Pune,Biryani,Restaurant,16-25,N
2325,REST02327,Taste of Paratha Clouds,Kolkata,Biryani,Restaurant,16-25,Y
2326,REST02328,Sri Tandoor Central,Delhi,Chinese,Restaurant,16-25,Y
2327,REST02329,Royal Express Clouds,Bengaluru,South Indian,Restaurant,16-25,Y
2328,REST02330,Classic Cafe Stop,Chennai,Chinese,Cloud Kitchen,>40,Y
2329,REST02331,Urban Cafe Stop,Kolkata,South Indian,Restaurant,16-25,Y
2330,REST02332,Royal Sweets Stop,Bengaluru,Biryani,Restaurant,<=15,Y
2331,REST02333,Annapurna Paratha Clouds,Delhi,Biryani,Restaurant,<=15,Y
2332,REST02334,Delhi Paratha Mahal,Delhi,Pizza,Restaurant,16-25,Y
2333,REST02335,Punjabi Delights Point,Hyderabad,Biryani,Restaurant,16-25,Y
2334,REST02336,Classic Sweets Darbar,Bengaluru,Chinese,Restaurant,26-40,Y
2335,REST02337,Taste of Tandoor Adda,Bengaluru,North Indian,Restaurant,16-25,Y
2336,REST02338,Annapurna Biryani Darbar,Hyderabad,North Indian,Restaurant,<=15,Y
2337,REST02339,Spicy Curry Stop,Chennai,Chinese,Restaurant,16-25,Y
2338,REST02340,Delhi Tandoor Hub,Bengaluru,Fast Food,Cloud Kitchen,26-40,N
2339,REST02341,Tandoori Grill Darbar,Mumbai,Chinese,Cloud Kitchen,16-25,Y
2340,REST02342,Madras House Heaven,Ahmedabad,South Indian,Cloud Kitchen,16-25,Y
2341,REST02343,Namma Delights Clouds,Hyderabad,Desserts,Cloud Kitchen,16-25,Y
2342,REST02344,Hot & Crispy Biryani Bhojanalay,Delhi,South Indian,Restaurant,26-40,Y
2343,REST02345,Thindi Mane Grill Point,Bengaluru,Chinese,Restaurant,<=15,Y
2344,REST02346,Classic Tandoor Nest,Kolkata,North Indian,Cloud Kitchen,16-25,Y
2345,REST02347,Urban Kitchen Bhojanalay,Mumbai,South Indian,Cloud Kitchen,26-40,Y
2346,REST02348,Flavours of Pizza Adda,Hyderabad,Chinese,Restaurant,16-25,Y
2347,REST02349,Bombay Thali Zone,Pune,Chinese,Restaurant,<=15,Y
2348,REST02350,Tandoori Express Corner,Bengaluru,Biryani,Cloud Kitchen,16-25,N
2349,REST02351,Flavours of Biryani Corner,Bengaluru,Chinese,Cloud Kitchen,<=15,Y
2350,REST02352,Spicy Sweets Hub,Delhi,Pizza,Restaurant,16-25,Y
2351,REST02353,Thindi Mane Paratha Clouds,Chennai,Biryani,Restaurant,26-40,Y
2352,REST02354,Annapurna House Darbar,Delhi,Chinese,Restaurant,26-40,Y
2353,REST02355,Madras Delights Clouds,Delhi,North Indian,Cloud Kitchen,16-25,Y
2354,REST02356,Hot & Crispy Sweets Clouds,Mumbai,Pizza,Restaurant,<=15,Y
2355,REST02357,Hot & Crispy Darshini Adda,Hyderabad,South Indian,Restaurant,<=15,Y
2356,REST02358,Thindi Mane Pizza Adda,Kolkata,South Indian,Restaurant,<=15,Y
2357,REST02359,Flavours of Cafe Clouds,Kolkata,Fast Food,Restaurant,<=15,Y
2358,REST02360,Annapurna Grill Cafe,Mumbai,South Indian,Restaurant,16-25,Y
2359,REST02361,Bombay Curry Zone,Bengaluru,North Indian,Cloud Kitchen,<=15,Y
2360,REST02362,Royal Biryani Heaven,Bengaluru,Chinese,Cloud Kitchen,16-25,Y
2361,REST02363,Delhi Mess Stop,Hyderabad,Biryani,Restaurant,16-25,Y
2362,REST02364,Flavours of Thali Delight,Chennai,Fast Food,Restaurant,>40,Y
2363,REST02365,Kolkata Cafe Nest,Bengaluru,Chinese,Restaurant,16-25,N
2364,REST02366,Punjabi Grill Central,Bengaluru,North Indian,Restaurant,>40,Y
2365,REST02367,Bombay Mess Palace,Chennai,North Indian,Restaurant,16-25,Y
2366,REST02368,Spicy Delights Cafe,Kolkata,Pizza,Cloud Kitchen,>40,Y
2367,REST02369,Classic Tandoor Corner,Delhi,Biryani,Cloud Kitchen,26-40,Y
2368,REST02370,Annapurna Pizza Bhojanalay,Bengaluru,South Indian,Restaurant,16-25,Y
2369,REST02371,Spicy Biryani Point,Delhi,Biryani,Restaurant,>40,Y
2370,REST02372,Urban Kitchen Heaven,Mumbai,Pizza,Restaurant,16-25,Y
2371,REST02373,Thindi Mane Paratha Mahal,Pune,Pizza,Restaurant,16-25,Y
2372,REST02374,Punjabi Pizza Stop,Delhi,North Indian,Restaurant,26-40,Y
2373,REST02375,Grand Sweets Adda,Mumbai,Chinese,Cloud Kitchen,16-25,Y
2374,REST02376,Punjabi Wraps Zone,Mumbai,Pizza,Cloud Kitchen,16-25,Y
2375,REST02377,Madras Biryani Delight,Delhi,Biryani,Restaurant,<=15,Y
2376,REST02378,Annapurna Wraps Mahal,Mumbai,Fast Food,Restaurant,<=15,Y
2377,REST02379,Hot & Crispy Mess Darbar,Mumbai,South Indian,Restaurant,16-25,Y
2378,REST02380,Taste of Cafe Central,Bengaluru,Desserts,Restaurant,<=15,Y
2379,REST02381,Delhi Kitchen Clouds,Bengaluru,South Indian,Restaurant,16-25,Y
2380,REST02382,Thindi Mane Express Adda,Bengaluru,North Indian,Restaurant,26-40,Y
2381,REST02383,Namma Mess Delight,Mumbai,Healthy,Restaurant,26-40,Y
2382,REST02384,Fresh Paratha Clouds,Delhi,Biryani,Restaurant,<=15,Y
2383,REST02385,Tandoori Mess Corner,Bengaluru,Fast Food,Restaurant,16-25,Y
2384,REST02386,Bombay Darshini Darbar,Delhi,South Indian,Restaurant,16-25,Y
2385,REST02387,Annapurna Express Palace,Bengaluru,North Indian,Restaurant,26-40,Y
2386,REST02388,Madras Darshini Darbar,Ahmedabad,South Indian,Cloud Kitchen,16-25,Y
2387,REST02389,Urban Delights Mahal,Ahmedabad,Chinese,Cloud Kitchen,>40,Y
2388,REST02390,Madras Delights Palace,Ahmedabad,Pizza,Restaurant,<=15,Y
2389,REST02391,Madras Biryani Darbar,Pune,Fast Food,Cloud Kitchen,16-25,Y
2390,REST02392,Flavours of House Central,Chennai,Desserts,Restaurant,>40,Y
2391,REST02393,Spicy Darshini Zone,Pune,South Indian,Cloud Kitchen,16-25,Y
2392,REST02394,Tandoori Sweets Hub,Chennai,Pizza,Restaurant,16-25,Y
2393,REST02395,Sri Thali Hub,Bengaluru,Pizza,Restaurant,16-25,Y
2394,REST02396,Madras Cafe Mahal,Ahmedabad,North Indian,Restaurant,<=15,Y
2395,REST02397,Grand Cafe Hub,Bengaluru,Chinese,Cloud Kitchen,16-25,Y
2396,REST02398,Thindi Mane Express Stop,Mumbai,Chinese,Restaurant,16-25,Y
2397,REST02399,Sri Paratha Adda,Delhi,Fast Food,Cloud Kitchen,<=15,Y
2398,REST02400,Urban Kitchen Heaven,Mumbai,Chinese,Restaurant,26-40,Y
2399,REST02401,Madras Tandoor Stop,Mumbai,Chinese,Cloud Kitchen,26-40,Y
2400,REST02402,Madras Kitchen Mahal,Chennai,Pizza,Restaurant,>40,Y
2401,REST02403,Hot & Crispy Wraps Mahal,Delhi,Chinese,Cloud Kitchen,<=15,Y
2402,REST02404,Sri Darshini Heaven,Mumbai,Chinese,Restaurant,26-40,Y
2403,REST02405,Madras Darshini Stop,Delhi,Fast Food,Restaurant,16-25,Y
2404,REST02406,Tandoori Grill Heaven,Chennai,South Indian,Restaurant,26-40,Y
2405,REST02407,Madras Darshini Hub,Chennai,South Indian,Restaurant,26-40,Y
2406,REST02408,Flavours of Wraps Cafe,Bengaluru,Pizza,Restaurant,>40,Y
2407,REST02409,Annapurna Thali Hub,Mumbai,Biryani,Cloud Kitchen,<=15,Y
2408,REST02410,Sri Tandoor Stop,Kolkata,Desserts,Restaurant,<=15,Y
2409,REST02411,Tandoori Tandoor Zone,Kolkata,North Indian,Restaurant,<=15,Y
2410,REST02412,Namma Pizza Cafe,Bengaluru,South Indian,Restaurant,>40,Y
2411,REST02413,Taste of Paratha Nest,Chennai,Biryani,Restaurant,16-25,Y
2412,REST02414,Classic Kitchen Clouds,Hyderabad,North Indian,Restaurant,16-25,Y
2413,REST02415,Namma Biryani Hub,Chennai,Biryani,Cloud Kitchen,26-40,Y
2414,REST02416,Grand Kitchen Nest,Hyderabad,North Indian,Restaurant,16-25,Y
2415,REST02417,Annapurna Curry Point,Chennai,Biryani,Cloud Kitchen,26-40,Y
2416,REST02418,Urban Sweets Zone,Bengaluru,Fast Food,Cloud Kitchen,26-40,Y
2417,REST02419,Grand Curry Zone,Mumbai,Biryani,Cloud Kitchen,16-25,Y
2418,REST02420,Taste of Paratha Palace,Delhi,Pizza,Cloud Kitchen,<=15,Y
2419,REST02421,Madras Wraps Stop,Bengaluru,Chinese,Restaurant,26-40,Y
2420,REST02422,Annapurna Pizza Stop,Bengaluru,Healthy,Cloud Kitchen,26-40,Y
2421,REST02423,Urban Tandoor Central,Chennai,Fast Food,Restaurant,<=15,Y
2422,REST02424,Namma Curry Zone,Bengaluru,North Indian,Restaurant,26-40,Y
2423,REST02425,Punjabi Pizza Corner,Chennai,Pizza,Cloud Kitchen,26-40,Y
2424,REST02426,Urban Sweets Clouds,Mumbai,Chinese,Restaurant,>40,Y
2425,REST02427,Namma Wraps Hub,Bengaluru,Biryani,Restaurant,16-25,Y
2426,REST02428,Annapurna Express Central,Ahmedabad,Desserts,Cloud Kitchen,<=15,Y
2427,REST02429,Urban Paratha Corner,Bengaluru,Biryani,Restaurant,>40,Y
2428,REST02430,Taste of Delights Bhojanalay,Bengaluru,Chinese,Restaurant,>40,Y
2429,REST02431,Annapurna Kitchen Darbar,Bengaluru,Fast Food,Restaurant,26-40,Y
2430,REST02432,Spicy Mess Heaven,Chennai,South Indian,Cloud Kitchen,<=15,Y
2431,REST02433,Madras Darshini Cafe,Bengaluru,Fast Food,Cloud Kitchen,26-40,Y
2432,REST02434,Madras Wraps Bhojanalay,Bengaluru,Desserts,Restaurant,26-40,Y
2433,REST02435,Thindi Mane Thali Central,Hyderabad,South Indian,Cloud Kitchen,<=15,N
2434,REST02436,Bombay Tandoor Adda,Kolkata,Pizza,Cloud Kitchen,16-25,Y
2435,REST02437,Namma Darshini Stop,Hyderabad,South Indian,Restaurant,16-25,Y
2436,REST02438,Fresh Sweets Darbar,Ahmedabad,Desserts,Restaurant,16-25,Y
2437,REST02439,Annapurna Pizza Point,Bengaluru,Fast Food,Cloud Kitchen,26-40,Y
2438,REST02440,Bombay Paratha Cafe,Bengaluru,Fast Food,Restaurant,<=15,Y
2439,REST02441,Urban Darshini Zone,Ahmedabad,South Indian,Cloud Kitchen,<=15,Y
2440,REST02442,Spicy Delights Corner,Kolkata,Chinese,Restaurant,26-40,Y
2441,REST02443,Bombay Darshini Point,Mumbai,North Indian,Restaurant,<=15,Y
2442,REST02444,Spicy Biryani Cafe,Bengaluru,North Indian,Restaurant,<=15,Y
2443,REST02445,Taste of Express Nest,Pune,Biryani,Restaurant,26-40,N
2444,REST02446,Taste of Curry Central,Bengaluru,North Indian,Restaurant,26-40,Y
2445,REST02447,Classic Pizza Mahal,Bengaluru,South Indian,Restaurant,16-25,Y
2446,REST02448,Classic Kitchen Clouds,Bengaluru,North Indian,Restaurant,<=15,N
2447,REST02449,Flavours of Curry Clouds,Bengaluru,North Indian,Restaurant,>40,Y
2448,REST02450,Kolkata Express Bhojanalay,Hyderabad,Desserts,Restaurant,<=15,Y
2449,REST02451,Madras Grill Cafe,Delhi,South Indian,Restaurant,<=15,N
2450,REST02452,Spicy House Hub,Mumbai,North Indian,Cloud Kitchen,26-40,Y
2451,REST02453,Annapurna Paratha Heaven,Bengaluru,South Indian,Restaurant,<=15,N
2452,REST02454,Classic Mess Delight,Hyderabad,Desserts,Restaurant,<=15,Y
2453,REST02455,Flavours of House Darbar,Bengaluru,South Indian,Restaurant,16-25,Y
2454,REST02456,Spicy Express Adda,Ahmedabad,Chinese,Restaurant,<=15,Y
2455,REST02457,Spicy Wraps Palace,Bengaluru,Chinese,Restaurant,26-40,Y
2456,REST02458,Kolkata Curry Mahal,Delhi,Chinese,Restaurant,16-25,Y
2457,REST02459,Spicy Darshini Central,Kolkata,South Indian,Cloud Kitchen,>40,Y
2458,REST02460,Madras Cafe Palace,Bengaluru,North Indian,Restaurant,16-25,Y
2459,REST02461,Sri Tandoor Hub,Bengaluru,North Indian,Cloud Kitchen,16-25,Y
2460,REST02462,Kolkata Express Cafe,Bengaluru,Fast Food,Restaurant,26-40,N
2461,REST02463,Fresh Grill Zone,Ahmedabad,Chinese,Restaurant,<=15,Y
2462,REST02464,Namma Sweets Clouds,Pune,North Indian,Restaurant,26-40,Y
2463,REST02465,Bombay Thali Hub,Bengaluru,South Indian,Cloud Kitchen,16-25,Y
2464,REST02466,Sri Thali Nest,Kolkata,Desserts,Restaurant,26-40,Y
2465,REST02467,Punjabi Kitchen Bhojanalay,Mumbai,South Indian,Restaurant,<=15,Y
2466,REST02468,Taste of Grill Hub,Delhi,South Indian,Cloud Kitchen,16-25,Y
2467,REST02469,Thindi Mane Biryani Point,Ahmedabad,Desserts,Restaurant,26-40,Y
2468,REST02470,Flavours of Pizza Bhojanalay,Delhi,South Indian,Cloud Kitchen,16-25,N
2469,REST02471,Bombay Kitchen Bhojanalay,Chennai,Biryani,Restaurant,<=15,Y
2470,REST02472,Grand Darshini Mahal,Chennai,Chinese,Restaurant,26-40,Y
2471,REST02473,Taste of Delights Point,Delhi,Chinese,Cloud Kitchen,26-40,Y
2472,REST02474,Thindi Mane Biryani Corner,Mumbai,South Indian,Restaurant,16-25,N
2473,REST02475,Taste of Mess Hub,Ahmedabad,Chinese,Restaurant,>40,N
2474,REST02476,Bombay Pizza Corner,Pune,Fast Food,Restaurant,>40,Y
2475,REST02477,Grand Darshini Mahal,Hyderabad,Biryani,Restaurant,<=15,N
2476,REST02478,Bombay Grill Delight,Chennai,Desserts,Restaurant,16-25,Y
2477,REST02479,Delhi Grill Cafe,Mumbai,Pizza,Restaurant,16-25,Y
2478,REST02480,Tandoori Thali Zone,Hyderabad,South Indian,Restaurant,26-40,Y
2479,REST02481,Kolkata Express Heaven,Bengaluru,Pizza,Cloud Kitchen,16-25,Y
2480,REST02482,Sri Cafe Hub,Mumbai,Biryani,Restaurant,16-25,Y
2481,REST02483,Grand Mess Zone,Delhi,Chinese,Cloud Kitchen,16-25,Y
2482,REST02484,Grand Express Heaven,Mumbai,South Indian,Restaurant,16-25,Y
2483,REST02485,Sri Biryani Mahal,Bengaluru,Fast Food,Cloud Kitchen,26-40,Y
2484,REST02486,Fresh Kitchen Heaven,Mumbai,North Indian,Restaurant,16-25,Y
2485,REST02487,Fresh Thali Adda,Pune,Fast Food,Cloud Kitchen,<=15,Y
2486,REST02488,Grand Biryani Darbar,Chennai,North Indian,Restaurant,16-25,N
2487,REST02489,Madras Wraps Hub,Pune,South Indian,Cloud Kitchen,16-25,Y
2488,REST02490,Grand House Darbar,Bengaluru,Desserts,Restaurant,16-25,Y
2489,REST02491,Sri House Adda,Delhi,Pizza,Cloud Kitchen,>40,Y
2490,REST02492,Madras Mess Central,Bengaluru,South Indian,Cloud Kitchen,16-25,N
2491,REST02493,Fresh Tandoor Hub,Bengaluru,Fast Food,Restaurant,<=15,Y
2492,REST02494,Thindi Mane Grill Nest,Bengaluru,South Indian,Restaurant,16-25,Y
2493,REST02495,Royal Sweets Central,Delhi,Biryani,Cloud Kitchen,16-25,Y
2494,REST02496,Namma Paratha Palace,Bengaluru,Healthy,Restaurant,26-40,Y
2495,REST02497,Delhi Grill Clouds,Bengaluru,Pizza,Restaurant,26-40,Y
2496,REST02498,Punjabi Express Bhojanalay,Bengaluru,Desserts,Restaurant,16-25,Y
2497,REST02499,Sri Delights Zone,Mumbai,Biryani,Restaurant,16-25,Y
2498,REST02500,Flavours of Biryani Central,Mumbai,Biryani,Cloud Kitchen,16-25,Y
2499,REST02501,Taste of Thali Central,Bengaluru,Biryani,Restaurant,26-40,Y
2500,REST02502,Urban Cafe Point,Mumbai,Chinese,Cloud Kitchen,16-25,Y
2501,REST02503,Bombay Darshini Darbar,Mumbai,Fast Food,Restaurant,>40,Y
2502,REST02504,Taste of Tandoor Zone,Kolkata,Pizza,Restaurant,16-25,Y
2503,REST02505,Classic Thali Clouds,Pune,Chinese,Restaurant,<=15,Y
2504,REST02506,Sri Express Heaven,Delhi,Chinese,Cloud Kitchen,26-40,Y
2505,REST02507,Tandoori Mess Clouds,Mumbai,North Indian,Restaurant,26-40,Y
2506,REST02508,Punjabi Paratha Darbar,Delhi,Pizza,Restaurant,16-25,N
2507,REST02509,Kolkata Curry Zone,Bengaluru,Desserts,Restaurant,16-25,Y
2508,REST02510,Royal Wraps Adda,Hyderabad,Chinese,Cloud Kitchen,26-40,Y
2509,REST02511,Spicy Wraps Bhojanalay,Bengaluru,Chinese,Restaurant,26-40,Y
2510,REST02512,Urban Tandoor Adda,Bengaluru,Biryani,Restaurant,16-25,Y
2511,REST02513,Urban Tandoor Central,Kolkata,Chinese,Restaurant,>40,Y
2512,REST02514,Grand Pizza Clouds,Bengaluru,North Indian,Restaurant,<=15,Y
2513,REST02515,Urban Tandoor Palace,Bengaluru,Fast Food,Cloud Kitchen,26-40,Y
2514,REST02516,Classic Wraps Stop,Hyderabad,Chinese,Restaurant,<=15,Y
2515,REST02517,Fresh Express Stop,Hyderabad,South Indian,Restaurant,>40,Y
2516,REST02518,Urban Express Palace,Bengaluru,Chinese,Restaurant,16-25,Y
2517,REST02519,Annapurna Cafe Palace,Bengaluru,Chinese,Restaurant,16-25,N
2518,REST02520,Madras Wraps Clouds,Delhi,North Indian,Restaurant,16-25,Y
2519,REST02521,Delhi Pizza Nest,Hyderabad,North Indian,Restaurant,16-25,Y
2520,REST02522,Royal Thali Nest,Delhi,Pizza,Restaurant,<=15,Y
2521,REST02523,Flavours of Thali Adda,Bengaluru,Biryani,Restaurant,26-40,Y
2522,REST02524,Bombay Paratha Delight,Mumbai,South Indian,Cloud Kitchen,16-25,N
2523,REST02525,Fresh Paratha Stop,Pune,North Indian,Restaurant,26-40,Y
2524,REST02526,Kolkata Darshini Zone,Delhi,Fast Food,Restaurant,>40,Y
2525,REST02527,Flavours of Grill Bhojanalay,Ahmedabad,North Indian,Restaurant,<=15,Y
2526,REST02528,Grand Tandoor Zone,Delhi,North Indian,Cloud Kitchen,<=15,Y
2527,REST02529,Madras Tandoor Nest,Bengaluru,Pizza,Cloud Kitchen,26-40,Y
2528,REST02530,Taste of Delights Central,Delhi,South Indian,Restaurant,<=15,Y
2529,REST02531,Namma Darshini Mahal,Chennai,North Indian,Restaurant,<=15,Y
2530,REST02532,Urban Pizza Corner,Chennai,South Indian,Cloud Kitchen,<=15,Y
2531,REST02533,Kolkata Delights Point,Ahmedabad,South Indian,Restaurant,16-25,Y
2532,REST02534,Namma Cafe Heaven,Delhi,South Indian,Restaurant,16-25,Y
2533,REST02535,Fresh Tandoor Heaven,Delhi,South Indian,Cloud Kitchen,16-25,Y
2534,REST02536,Thindi Mane Mess Central,Chennai,Biryani,Restaurant,<=15,N
2535,REST02537,Sri Express Adda,Mumbai,Healthy,Restaurant,<=15,Y
2536,REST02538,Thindi Mane Pizza Mahal,Bengaluru,South Indian,Restaurant,16-25,Y
2537,REST02539,Tandoori Delights Bhojanalay,Delhi,North Indian,Restaurant,16-25,Y
2538,REST02540,Flavours of Delights Adda,Pune,Chinese,Restaurant,<=15,Y
2539,REST02541,Annapurna Express Cafe,Bengaluru,Fast Food,Restaurant,26-40,Y
2540,REST02542,Classic Sweets Stop,Hyderabad,Chinese,Restaurant,<=15,Y
2541,REST02543,Royal Mess Nest,Bengaluru,North Indian,Restaurant,>40,Y
2542,REST02544,Sri Paratha Adda,Ahmedabad,North Indian,Restaurant,16-25,Y
2543,REST02545,Annapurna House Stop,Mumbai,South Indian,Restaurant,26-40,Y
2544,REST02546,Kolkata Grill Mahal,Hyderabad,Pizza,Restaurant,26-40,Y
2545,REST02547,Hot & Crispy Cafe Heaven,Pune,South Indian,Restaurant,16-25,Y
2546,REST02548,Taste of Wraps Palace,Hyderabad,Biryani,Restaurant,16-25,Y
2547,REST02549,Thindi Mane Wraps Palace,Mumbai,Healthy,Cloud Kitchen,16-25,Y
2548,REST02550,Fresh Cafe Cafe,Chennai,Chinese,Restaurant,16-25,Y
2549,REST02551,Kolkata House Cafe,Delhi,Chinese,Restaurant,16-25,Y
2550,REST02552,Madras Sweets Corner,Bengaluru,South Indian,Restaurant,>40,Y
2551,REST02553,Bombay Kitchen Corner,Bengaluru,North Indian,Restaurant,<=15,N
2552,REST02554,Flavours of Delights Darbar,Bengaluru,North Indian,Restaurant,16-25,Y
2553,REST02555,Tandoori Delights Adda,Hyderabad,Chinese,Restaurant,16-25,Y
2554,REST02556,Delhi Grill Clouds,Bengaluru,Chinese,Restaurant,16-25,Y
2555,REST02557,Classic Darshini Darbar,Delhi,Chinese,Restaurant,<=15,Y
2556,REST02558,Namma Grill Hub,Mumbai,North Indian,Restaurant,26-40,Y
2557,REST02559,Royal Biryani Palace,Pune,North Indian,Restaurant,26-40,Y
2558,REST02560,Urban Darshini Hub,Pune,Chinese,Restaurant,16-25,Y
2559,REST02561,Fresh House Cafe,Delhi,Chinese,Cloud Kitchen,>40,Y
2560,REST02562,Kolkata House Zone,Kolkata,North Indian,Cloud Kitchen,16-25,Y
2561,REST02563,Taste of House Mahal,Mumbai,Chinese,Cloud Kitchen,16-25,Y
2562,REST02564,Fresh Express Point,Chennai,North Indian,Restaurant,16-25,Y
2563,REST02565,Sri Paratha Adda,Bengaluru,North Indian,Restaurant,16-25,Y
2564,REST02566,Fresh Delights Central,Delhi,South Indian,Restaurant,16-25,Y
2565,REST02567,Hot & Crispy Cafe Bhojanalay,Chennai,Pizza,Restaurant,26-40,Y
2566,REST02568,Tandoori Delights Stop,Delhi,North Indian,Restaurant,26-40,N
2567,REST02569,Fresh Wraps Bhojanalay,Kolkata,South Indian,Restaurant,26-40,Y
2568,REST02570,Tandoori Pizza Central,Kolkata,South Indian,Restaurant,16-25,N
2569,REST02571,Classic House Heaven,Bengaluru,North Indian,Cloud Kitchen,16-25,Y
2570,REST02572,Annapurna Tandoor Point,Mumbai,Desserts,Restaurant,16-25,Y
2571,REST02573,Punjabi Grill Zone,Mumbai,North Indian,Cloud Kitchen,<=15,Y
2572,REST02574,Delhi Curry Adda,Bengaluru,Healthy,Restaurant,26-40,Y
2573,REST02575,Annapurna Kitchen Heaven,Ahmedabad,Biryani,Restaurant,16-25,Y
2574,REST02576,Taste of Kitchen Clouds,Delhi,Pizza,Restaurant,>40,N
2575,REST02577,Grand Delights Darbar,Delhi,Chinese,Restaurant,16-25,Y
2576,REST02578,Flavours of Tandoor Adda,Bengaluru,South Indian,Restaurant,26-40,Y
2577,REST02579,Spicy Tandoor Stop,Pune,Chinese,Restaurant,<=15,Y
2578,REST02580,Annapurna Darshini Corner,Hyderabad,Desserts,Restaurant,16-25,Y
2579,REST02581,Bombay Mess Heaven,Bengaluru,Pizza,Restaurant,16-25,Y
2580,REST02582,Thindi Mane Express Bhojanalay,Bengaluru,South Indian,Restaurant,26-40,Y
2581,REST02583,Bombay Delights Hub,Bengaluru,Desserts,Restaurant,16-25,Y
2582,REST02584,Tandoori Delights Heaven,Delhi,Biryani,Restaurant,26-40,N
2583,REST02585,Royal Wraps Zone,Delhi,Biryani,Cloud Kitchen,16-25,Y
2584,REST02586,Fresh Express Point,Chennai,Pizza,Restaurant,16-25,N
2585,REST02587,Taste of Thali Zone,Delhi,Chinese,Restaurant,<=15,N
2586,REST02588,Thindi Mane Darshini Cafe,Bengaluru,North Indian,Cloud Kitchen,16-25,N
2587,REST02589,Thindi Mane Biryani Stop,Ahmedabad,South Indian,Cloud Kitchen,26-40,Y
2588,REST02590,Royal Paratha Adda,Mumbai,Biryani,Restaurant,16-25,Y
2589,REST02591,Madras Grill Mahal,Delhi,North Indian,Restaurant,16-25,Y
2590,REST02592,Spicy Cafe Palace,Mumbai,Chinese,Restaurant,<=15,Y
2591,REST02593,Annapurna Wraps Zone,Mumbai,South Indian,Restaurant,16-25,Y
2592,REST02594,Classic Cafe Bhojanalay,Ahmedabad,Pizza,Restaurant,<=15,Y
2593,REST02595,Sri Kitchen Point,Delhi,Biryani,Restaurant,16-25,Y
2594,REST02596,Urban House Bhojanalay,Pune,Biryani,Restaurant,26-40,Y
2595,REST02597,Punjabi Kitchen Hub,Chennai,South Indian,Restaurant,<=15,Y
2596,REST02598,Hot & Crispy Curry Palace,Mumbai,Biryani,Restaurant,<=15,Y
2597,REST02599,Delhi Grill Heaven,Mumbai,Chinese,Cloud Kitchen,<=15,Y
2598,REST02600,Delhi Pizza Delight,Bengaluru,North Indian,Restaurant,16-25,Y
2599,REST02601,Kolkata Cafe Corner,Delhi,South Indian,Restaurant,>40,Y
2600,REST02602,Taste of Kitchen Point,Bengaluru,Desserts,Cloud Kitchen,26-40,Y
2601,REST02603,Classic Mess Clouds,Mumbai,North Indian,Restaurant,26-40,Y
